Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Habitat_Type,Previously_Obs
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,0-2.5 min,Singing,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,0-2.5 min,Singing,0.0,False,Undetermined,House Finch,Haemorhous Mexicanus,Unknown,926917.0,HOFI,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,0-2.5 min,Singing,0.0,False,Undetermined,Chimney Swift,Chaetura Pelagica,178001.0,83046.0,CHSW,False,True,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,0-2.5 min,Singing,0.0,False,Undetermined,American Robin,Turdus Migratorius,179759.0,87136.0,AMRO,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,0.0,False,Undetermined,Horned Lark,Eremophila Alpestris,554256.0,264079.0,HOLA,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,0.0,False,Male,Song Sparrow,Melospiza Melodia,179492.0,85643.0,SOSP,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,0.0,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,83867.0,GRSP,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,2.5 - 5 min,Singing,0.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,CHSP,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,0.0,False,Undetermined,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,CHSP,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,5 - 7.5 min,Singing,0.0,False,Male,Eastern Meadowlark,Sturnella Magna,179034.0,93601.0,EAME,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,0-2.5 min,Singing,0.0,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,GCFL,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0066,Grassland,2018,2018-05-24,07:15:00,07:25:00,Elizabeth Oswald,1,5 - 7.5 min,Visualization,0.0,False,Undetermined,American Robin,Turdus Migratorius,179759.0,87136.0,AMRO,False,False,18.2000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0151,Grassland,2018,2018-05-22,06:30:00,06:40:00,Brian Swimelar,1,7.5 - 10 min,Calling,0.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,COGR,False,False,25.2999992370605,64.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0151,Grassland,2018,2018-05-22,06:30:00,06:40:00,Brian Swimelar,1,7.5 - 10 min,Singing,0.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,25.2999992370605,64.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0151,Grassland,2018,2018-05-22,06:30:00,06:40:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.2999992370605,64.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0151,Grassland,2018,2018-05-22,06:30:00,06:40:00,Brian Swimelar,1,0-2.5 min,Calling,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.2999992370605,64.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0151,Grassland,2018,2018-05-22,06:30:00,06:40:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Eastern Wood-Pewee,Contopus Virens,178359.0,85846.0,EAWP,False,True,25.2999992370605,64.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0151,Grassland,2018,2018-05-22,06:30:00,06:40:00,Brian Swimelar,1,7.5 - 10 min,Singing,0.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,CARW,False,False,25.2999992370605,64.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,0-2.5 min,Calling,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,RBWO,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,0-2.5 min,Calling,0.0,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,MODO,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,5 - 7.5 min,Calling,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Carolina Chickadee,Poecile Carolinensis,554383.0,265876.0,CACH,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,5 - 7.5 min,Calling,0.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,AMCR,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0150,Grassland,2018,2018-05-22,06:07:00,06:17:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,CARW,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,FISP,False,True,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,5 - 7.5 min,Calling,0.0,False,Undetermined,Blue Jay,Cyanocitta Cristata,179680.0,86252.0,BLJA,False,False,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,5 - 7.5 min,Calling,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,2.5 - 5 min,Singing,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,AMCR,False,False,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0169,Grassland,2018,2018-05-23,08:11:00,08:21:00,Brian Swimelar,1,5 - 7.5 min,Calling,0.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,COGR,False,False,25.6000003814697,67.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,ETTI,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,5 - 7.5 min,Visualization,0.0,True,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,0-2.5 min,Visualization,0.0,True,Male,American Goldfinch,Carduelis Tristis,179236.0,95286.0,AMGO,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Yellow-Billed Cuckoo,Coccyzus Americanus,177831.0,89102.0,YBCU,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,0-2.5 min,Calling,0.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,AMCR,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,2.5 - 5 min,Visualization,0.0,False,Female,Eastern Bluebird,Sialia Sialis,179801.0,87184.0,EABL,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,AMCR,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,2.5 - 5 min,Singing,0.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,FISP,False,True,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,7.5 - 10 min,Singing,0.0,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,BHCO,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,7.5 - 10 min,Visualization,0.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,COGR,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,2.5 - 5 min,Singing,0.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,FISP,False,True,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,7.5 - 10 min,Singing,0.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,FISP,False,True,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,7.5 - 10 min,Singing,0.0,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,EATO,False,True,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,5 - 7.5 min,Visualization,0.0,False,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,COGR,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0155,Grassland,2018,2018-05-22,07:10:00,07:20:00,Brian Swimelar,1,2.5 - 5 min,Visualization,0.0,True,Undetermined,American Goldfinch,Carduelis Tristis,179236.0,95286.0,AMGO,False,False,25.5,68.4000015258789,Mist/Drizzle,Light breeze (4-7 mph) wind felt on face,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,7.5 - 10 min,Singing,0.0,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,EATO,False,True,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,7.5 - 10 min,Visualization,0.0,False,Undetermined,House Finch,Haemorhous Mexicanus,Unknown,926917.0,HOFI,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,7.5 - 10 min,Visualization,0.0,False,Male,House Finch,Haemorhous Mexicanus,Unknown,926917.0,HOFI,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,AMCR,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,5 - 7.5 min,Singing,0.0,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,NOCA,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,CHSP,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,2.5 - 5 min,Visualization,0.0,True,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,COGR,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,American Goldfinch,Carduelis Tristis,179236.0,95286.0,AMGO,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,0-2.5 min,Visualization,0.0,True,Undetermined,Common Grackle,Quiscalus Quiscula,179104.0,94206.0,COGR,False,False,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Field Sparrow,Spizella Pusilla,179443.0,84790.0,FISP,False,True,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0154,Grassland,2018,2018-05-22,07:28:00,07:38:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,25.1000003814697,66.9000015258789,Mist/Drizzle,"Gentle breeze (8-12 mph), leaves in motion",No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,7.5 - 10 min,Calling,0.0,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,MODO,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,83867.0,GRSP,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,5 - 7.5 min,Singing,0.0,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,EATO,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,2.5 - 5 min,Singing,0.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,2.5 - 5 min,Visualization,0.0,True,Undetermined,Blue Jay,Cyanocitta Cristata,179680.0,86252.0,BLJA,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,AMCR,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,CHSP,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,EATO,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,INBU,False,True,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,0-2.5 min,Singing,0.0,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,ETTI,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0149,Grassland,2018,2018-05-22,05:46:00,05:56:00,Brian Swimelar,1,0-2.5 min,Visualization,0.0,True,Undetermined,Red-Tailed Hawk,Buteo Jamaicensis,175350.0,79563.0,RTHA,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,True,Grassland,False
ANTI,Unknown,,ANTI-0156,Grassland,2018,2018-05-22,06:52:00,07:02:00,Brian Swimelar,1,2.5 - 5 min,Calling,0.0,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,RBWO,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
ANTI,Unknown,,ANTI-0156,Grassland,2018,2018-05-22,06:52:00,07:02:00,Brian Swimelar,1,7.5 - 10 min,Visualization,0.0,True,Undetermined,Black Vulture,Coragyps Atratus,175272.0,79476.0,BLVU,False,False,22.6000003814697,61.0999984741211,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,Grassland,False
